,DTW,TSF,RISE,BOSS,BOSS-E,catch22,Shapelet,Teaser,SVC,LSTM-FCN,Rocket,Hive-Cote 2,Motion code
ItalyPowerDemand,0.6151603498542274,0.685131195335277,0.6724975704567542,0.5587949465500486,0.6015549076773566,0.5918367346938775,0.6618075801749271,0.6277939747327502,0.49854227405247814,0.6793002915451894,0.7482993197278912,0.7648202137998056,0.769
